ms_ezor,x_0,x_1001,x_1002,x_1003,x_1004,x_1005,x_1006,x_1007,x_1008,x_1009,x_1010,x_1011,
104,0.020705076,0.185453481,0.007336241,0.069538852,0,0.280271311,0.199995348,0,0.221351989,0.004710773,0.006907422,0.003729507,1
105,0.032299753,0.276765316,0.008597776,0.007458631,0,0.051783866,0.139356129,0,0.241382984,0.017744992,0.222833192,0.001777361,1
106,0.073764527,0.283796662,0.018642928,0.043231455,0,0.254852749,0.100506021,0,0.183644769,0.029305653,0.003791458,0.008463778,1
107,0.06335439,0.246850526,0.033925437,0.031355927,0.00037757,0.046789473,0.346973906,0,0.196345185,0.005257318,0.018922469,0.009847799,1
108,0.046186199,0.24262334,0.012035168,0.001403791,0.002961289,0.084304633,0.190318063,0,0.179516799,0.005952246,0.204534934,0.030163539,1
109,0.025423892,0.340915101,0.015780934,0.035070833,0,0.138983838,0.095346875,0,0.252440578,0.005736969,0.084322224,0.005978754,1
110,0.089964888,0.263323736,0.009933864,0.042173424,0.002875575,0.024988776,0.117912707,0,0.412948991,0.008977576,0.023825578,0.003074885,1
111,0.020857152,0.339161915,0.017223708,0.037012505,0.00137636,0.132402605,0.191724778,0,0.205724747,0.020019719,0.03245038,0.002046131,1
112,0.025546077,0.365785695,0.036758838,0.094641979,0,0.025118643,0.075241422,0,0.238786845,0.042534011,0.092331607,0.003254882,1
113,0.04119103,0.355720991,0.012932612,0.149769083,0,0.082053273,0.090185453,0.041601345,0.184331475,0.019164697,0.00717298,0.015877061,1
114,0.038467981,0.300272524,0.025687466,0.051525811,0.000444293,0.092108217,0.168213662,0,0.295650143,0.011930767,0.001740533,0.013958604,1
115,0.097844365,0.297733963,0.019563378,0.074218227,0.009834045,0.109084831,0.089191763,0,0.188384643,0.00181619,0.084617608,0.027710987,1
116,0.0061395,0.261765742,0.015804891,0.050642115,0,0.098868047,0.102759308,0,0.317914932,0.010383317,0.119986022,0.015736127,1
117,0.002171638,0.311415626,0.014198717,0.010581717,0.000539622,0.118125054,0.210581631,0,0.227761879,0.086572295,0.009606434,0.008445386,1
118,0.053139416,0.117199462,0.009481623,0.048589942,0,0.034852091,0.286391351,0,0.17334997,0.00042015,0.269303015,0.00727298,1
119,0.018743191,0.164768211,0.009739788,0.031784898,0.008005456,0.043366582,0.532776114,0,0.160957203,0.014311251,0.003256538,0.012290769,1
120,0.093976474,0.273317568,0.018537172,0.018866899,0.000737319,0.081613372,0.130862031,0,0.318889452,0.017128273,0.04607144,0,1
121,0.053811852,0.202018154,0.016296876,0.022820956,0.00068168,0.041853365,0.226363452,0,0.404359193,0.018426217,0.001394491,0.011973764,1
122,0.047394126,0.261598685,0.030777472,0.058008244,0.000469203,0.125144227,0.058656414,0,0.403665763,0.013003119,0.001282747,0,1
123,0.023436196,0.148971707,0.00691864,0.012488503,0.000179561,0.058042716,0.518129884,0,0.223241065,0.005549869,0.000212441,0.002829417,1
124,0.019439733,0.094981669,0.014257672,0.007036403,0.000954885,0.06293641,0.645687953,0.011183448,0.107389788,0.003528557,0.005512879,0.027090602,1
125,0.15558884,0.21348064,0.012912003,0.032218924,0.019884441,0.028567411,0.343047258,0,0.149697021,0.037347896,0.005292304,0.001963262,1
126,0.724365448,0.09337505,0.00786132,0.006097651,0.002620556,0.029174069,0.039771358,0,0.069156588,0.004597817,0.014361086,0.008619058,1
127,0.030041653,0.103721552,0.003048385,0.013988387,0.000222604,0.63213521,0.122614917,0,0.077531559,0.005437421,0.004563421,0.006694889,1
128,0.10555214,0.3104163,0.009793255,0.073234282,0.001755105,0.0557314,0.139691372,0,0.293438892,0.004885305,0.002656903,0.002845047,1
129,0.150645418,0.268005302,0.04018024,0.031580073,0.001133735,0.095459886,0.187234918,0,0.209515367,0.012409001,0.000363036,0.003473026,1
130,0.010979796,0.405784419,0.026995338,0.018637887,0,0.065112021,0.079648502,0,0.337736119,0.008655133,0.013389192,0.033061593,1
131,0.006881977,0.256745076,0.035987126,0.031325877,0,0.075506164,0.348643929,0.002462852,0.150781331,0.022778579,0.047919756,0.020967333,1
132,0.128343858,0.38875599,0.029752383,0.021809948,0.002167912,0.061621382,0.120634622,0,0.217561521,0.004185458,0.018805305,0.00636162,1
133,0.285743296,0.217883297,0.022909875,0.00232784,0,0.101199055,0.135572254,0,0.187842514,0.012957804,0.03239753,0.001166536,1
134,0.089446394,0.29696235,0.013102384,0.022277973,0.010582229,0.069715387,0.108519056,0.073887926,0.284136976,0.022573817,0.004960866,0.003834641,1
135,0.037791904,0.232829819,0.113685122,0.016301959,0,0.124870174,0.057292613,0,0.39400565,0.023222759,0,0,1
136,0.088039459,0.260409031,0.026534201,0.034088052,0,0.154527252,0.215059461,0,0.195226243,0.01783485,9.74E-05,0.008184006,1
137,0.162860831,0.284648151,0.009024567,0.093451741,0.0235314,0.071484232,0.136702637,0,0.147246755,0.02295046,0.031628068,0.016471159,1
138,0.31718748,0.286294611,0.018141843,0.031195221,0.010280381,0.024542105,0.08988831,0,0.17024046,0.025333731,0.014090392,0.012805466,1
139,0.60186316,0.109055475,0.008784436,0.019314788,0.001322063,0.03509775,0.099545074,0,0.08679294,0.00251907,0.028646435,0.007058808,1
140,0.318756482,0.28010548,0.020548829,0.01663364,0.04880568,0.010019322,0.04939927,0,0.234649708,0.005600518,0.006830029,0.008651041,1
141,0.373002094,0.200528899,0.027911203,0.024764125,0,0.109420659,0.033686993,0,0.17406898,0.029512408,0.013643601,0.013461036,1
142,0.113393542,0.198343244,0.014643906,0.011094183,0,0.002642494,0.172902906,0,0.244300438,0.191212744,0.048392215,0.003074327,1
143,0.035945176,0.297657801,0.01446623,0.06749468,0.00373305,0.035801826,0.292003643,0,0.225852444,0.001505483,0.005435119,0.020104548,1
144,0.186580021,0.249967133,0.016698294,0.027158274,0.016789429,0.142418714,0.040865943,0,0.300089659,0.007167417,0.009749328,0.002515788,1
145,0.128209486,0.310418384,0.025622244,0.038690903,0.000460296,0.037577764,0.171056361,0,0.205164026,0.0168807,0.039774831,0.026145005,1
146,0.144540991,0.331070158,0.01931762,0.041413385,0.05088315,0.026894458,0.066465498,0,0.291328768,0.012038798,0.007752609,0.008294565,1
147,0.645787039,0.107131622,0.003133115,0.00365128,0,0.041168799,0.11641907,0,0.073244665,0.003978938,0.002440915,0.003044556,1
148,0.042670745,0.260279896,0.017324336,0.027745303,0.000395262,0.068387098,0.257443613,0,0.297986262,0.014339275,0.011924226,0.001503984,1
149,0.823939425,0.069672601,0.007883583,0.005719208,0,0.006014694,0.02526121,0,0.043065772,0.010480234,0.0026907,0.005272574,1
150,0.300238571,0.318483016,0.007207942,0.008509651,0.000309649,0.097366711,0.046240423,0,0.176752488,0.019755526,0.022957984,0.002178039,1
151,0.066472537,0.288229287,0.025896752,0.038037104,0.003101482,0.037664769,0.14004649,0,0.225776806,0.067668005,0.097244769,0.009861999,1
152,0.111441119,0.25860512,0.014322511,0.037211406,0.110779533,0.103818997,0.079478998,0,0.231997487,0.005842977,0.045220127,0.001281725,1
153,0.121067505,0.333119952,0.024901017,0.076429913,0.000496072,0.131654327,0.08771522,0,0.214180857,0.002218021,0.002810973,0.005406143,1
154,0.002760141,0.448442609,0.027606263,0.042469563,0,0.023189881,0.072280315,0,0.34793026,0.014909766,0.015256359,0.005154843,1
155,0.037478389,0.331950213,0.107482754,0.016474416,0.000931138,0.024579887,0.219617386,0.003084212,0.21163883,0.006850183,0.031876483,0.008036109,1
156,0.018234159,0.411733083,0.022287139,0.01133935,0,0.016117671,0.154805085,0,0.225144775,0.009641546,0.122538144,0.008159048,1
157,0.398511608,0.122666239,0.010796652,0.023592281,0.002193561,0.090148148,0.167397753,0,0.179635712,0.001340001,0.002966547,0.000751498,1
158,0.056762928,0.315007019,0.051347271,0.058103628,0.000626141,0.033600785,0.150792668,0,0.269676793,0.007224242,0.051439781,0.005418745,1
159,0.038559033,0.31938098,0.023090657,0.01327527,0.000783869,0.091748941,0.164030069,0,0.251328004,0.028145582,0.035023835,0.034633761,1
160,0.043458659,0.213323693,0.007639214,0.015921969,0.011541107,0.0307312,0.422301877,0,0.235422918,0.010505588,0.002646402,0.006507373,1
161,0.042223974,0.281965021,0.014182348,0.071207131,0.025011549,0.108340976,0.106170784,0,0.262871418,0.006811474,0.068395709,0.012819616,1
162,0.469167984,0.28636185,0.011110158,0.028758215,0,0.017350537,0.039927232,0,0.129657093,0.008916177,0.000990904,0.00775985,1
163,0.007265354,0.165708037,0.03834943,0.103745051,0.002040526,0.108372671,0.211829087,0,0.236011107,0.004886589,0.032528509,0.089263639,1
164,0.025174044,0.34991161,0.038786726,0.01529944,0.00267135,0.05546795,0.167346919,0,0.3108568,0.014192183,0.018797617,0.001495361,1
165,0.478141926,0.137896348,0.012634514,0.005626514,0,0.05460353,0.091514928,0,0.205556539,0.001054261,0.008458113,0.004513326,1
166,0.499057442,0.11995853,0.022169318,0.005063368,0.000629095,0.027947428,0.165565475,0,0.118829337,0.001215918,0.036615648,0.002948441,1
167,0,0.189158116,0.033659132,0.013744228,0,0.212278061,0.29138818,0,0.186012087,0.026887423,0.03817651,0.008696264,1
168,0.198305277,0.191203655,0.022505014,0.073086422,0,0.026015615,0.212806783,0,0.198421278,0.051568503,0.018847602,0.007239852,1
169,0.030531661,0.385258599,0.017822336,0.028489526,0.018356645,0.114723765,0.082653876,0,0.160472626,0.031578209,0.117373305,0.012739452,1
170,0.145182178,0.297624006,0.039812585,0.035473655,0,0.085676249,0.190518012,0,0.17579813,0.021948495,0.005148576,0.002818115,1
171,0.016042909,0.310646902,0.019965629,0.04020864,0,0.054404008,0.145046251,0,0.307838393,0.007761188,0.058927495,0.039158584,1
172,0.161669521,0.250579018,0.016044152,0.03425341,0.015754597,0.074624471,0.14103175,0,0.272256155,0.011821541,0.000890234,0.021075151,1
173,0.066718725,0.364294332,0.008829652,0.019282928,0,0.125592665,0.220605483,0,0.153112222,0.012146017,0.02059258,0.008825395,1
174,0.202165542,0.289815656,0.009044014,0.031770646,0,0.027490094,0.098237072,0.010039686,0.296223217,0.019658331,0.000601042,0.014954701,1
175,0.075971762,0.151664443,0.009738037,0.026999559,0.008623598,0.028455605,0.554289017,0,0.073916358,0.028758305,0.038780524,0.002802792,1
176,0.084910862,0.29217728,0.025622056,0.014851067,0.000223262,0.124893632,0.161178805,0,0.173596059,0.00322816,0.108159814,0.011159002,1
177,0.021080298,0.421412064,0.027590558,0.022833108,0.001414191,0.052768952,0.228318556,0,0.193002322,0.005355155,0.006289395,0.019935403,1
178,0.022721616,0.241838334,0.021058389,0.098740865,0,0.045230048,0.253505491,0,0.289050708,0.022476334,0.005378215,0,1
179,0.052891932,0.25682126,0.023580948,0.031725962,0.034489084,0.059676292,0.125605181,0,0.310663908,0.004097498,0.08927896,0.011168974,1
180,0.291445376,0.168446518,0.006554127,0.017841049,0.006782488,0.103068622,0.131181506,0,0.151026041,0.015003355,0.101425419,0.007225501,1
181,0.236034023,0.1757824,0.005420962,0.018329361,0.095235131,0.070997127,0.185947963,0,0.160544994,0.019675616,0.030198251,0.001834173,1
182,0.197473064,0.181819678,0.025796699,0.065411645,0,0.084224461,0.124018168,0.016347041,0.239712518,0.008902365,0.047498023,0.008796336,1
183,0.219376006,0.310294137,0.018258815,0.059524892,0.001310692,0.094529222,0.06143273,0,0.22928985,0.005983655,0,0,1
184,0.465879858,0.229922554,0.010738815,0.034436314,0.000180251,0.032596501,0.110078416,0,0.101940184,0.008792241,0.002720844,0.002714021,1
185,0.066808603,0.238659754,0.027237714,0.050692559,0.012964509,0.063239789,0.053880276,0,0.283289262,0.11691641,0.076238899,0.010072224,1
186,0.02747267,0.329916716,0.021304188,0.014632628,0,0.07198519,0.234964156,0,0.276193069,0.007851133,0.01107051,0.004609739,1
187,0.130517958,0.219357119,0.041994486,0.037375806,0,0.038655059,0.333078582,0,0.165475329,0.018015339,0.015530322,0,1
188,0.018815515,0.325531507,0.027496421,0.060515728,0.034708243,0.035227867,0.187715746,0,0.259817502,0.005621401,0.035690784,0.008859287,1
189,0.008455446,0.313346386,0.025785079,0.018884779,0.001150925,0.038427616,0.168408139,0,0.266349574,0.001304257,0.114323603,0.043564196,1
190,0.027236522,0.333222908,0.027675626,0.023869146,0,0.120490821,0.067032659,0,0.194289512,0.027768882,0.175601746,0.002812178,1
191,0.007017992,0.345221944,0.028378274,0.03286465,0,0.03124873,0.2223694,0,0.201747499,0.00498514,0.122596826,0.003569544,1
192,0.290505676,0.225362044,0.015927699,0.068276074,0.000615169,0.033513298,0.074136663,0,0.228865557,0.007603236,0.023451047,0.031743537,1
193,0.771170836,0.074556496,0.004569338,0.010875991,0.003004871,0.024562381,0.050993119,0,0.053848778,0.005714747,0.000244829,0.000458614,1
194,0.032355428,0.265943826,0.029027739,0.028008836,0.068924153,0.063034459,0.176462714,0.009382896,0.288956445,0.0312211,0.004385663,0.002296742,1
195,0.011825701,0.235802353,0.037926926,0.05288295,0,0.091223391,0.26766102,0,0.23433451,0.024859663,0.041833829,0.001649657,1
196,0.042087658,0.312533403,0.005996067,0.101059253,0.021843482,0.048507082,0.054144679,0,0.364785715,0.015506588,0.02408848,0.009447594,1
197,0.065418824,0.315749281,0.056804278,0.025437543,0.031558863,0.046358595,0.10909907,0,0.302557258,0.029830142,0.002733074,0.014453072,1
