ms_ezor,x_0,x_1001,x_1002,x_1003,x_1004,x_1005,x_1006,x_1007,x_1008,x_1009,x_1010,x_1011,
712,0,0.250019847,0.004519688,0.172217184,0.022241455,0.041519546,0.046779755,0,0.388634102,0,0.019946951,0.054121481,1.000000009
713,0,0,0,0.553150649,0,0.014224103,0.044888328,0,0.368127716,0,0,0.01960929,1.000000086
714,0,0.172789854,0.042187681,0.306246437,0,0.067563873,0.060020099,0,0.347339964,0,0,0.003851621,0.999999529
715,0,0.060635998,0.001668924,0.205949389,0,0.165543371,0.085863535,0,0.373010468,0,0.077066358,0.030261181,0.999999224
721,0,0.184014858,0.020059164,0.122270823,0,0.21345991,0.033780248,0,0.335098666,0.091316264,0,0,0.999999932
722,0,0.38600479,0,0,0,0.094089038,0.192830472,0,0.319934867,0,0,0.00714096,1.000000127
723,8.19E-05,0.368283511,0,0,0,0.102165113,0.229105639,0,0.299487503,0,0.00087639,0,1.000000012
724,0.000255288,0.481008568,0.008805127,0,0,0.116891071,0.134863844,0,0.241902855,0,0.016273068,0,0.999999822
731,0,0.235602675,0,0.132467782,0,0.12752191,0.078142242,0,0.418435831,0,0,0.007829572,1.000000012
732,0,0.46481426,0.015773122,0.009277663,0,0.125291072,0.0358155,0,0.33587574,0,0.013153209,0,1.000000567
733,0,0.361237428,0.019947171,0,0,0.107044174,0.182926174,0,0.304778735,0,0.005735697,0.018330558,0.999999938
734,0.000577375,0.016798903,0.015123703,0.134913043,0,0,0.241332551,0.006659677,0.297605012,0.12905518,0.157935046,0,1.00000049
811,0,0.123006676,0.467501519,0.003145009,0,0.014751824,0.021948918,0,0.36964605,0,0,0,0.999999996
812,0,0.013924612,0.649624774,0.010128872,0,0.009643117,0.007178435,0,0.307570123,0,0.001930079,0,1.000000012
813,0,0,0.609675733,0,0,0,0.01604611,0,0.344495561,0,0.029782608,0,1.000000012
814,0,0.094161868,0.475600402,0,0,0.053385614,0.025434134,0,0.292370063,0,0,0.0590476,0.999999682
815,0,0,0.260824274,0.151470666,0,0.109767668,0.035369815,0,0.324837254,0.004799219,0.013778706,0.099151347,0.999998949
816,0,0.030982453,0.185821633,0.159487483,0,0.009408495,0.030139712,0,0.365782208,0.075678259,0.113443193,0.029256576,1.000000012
817,0,0.217694815,0,0.192698022,0,0.106689712,0.043460973,0,0.400473944,0,0,0.038979999,0.999997464
821,0,0.225716765,0.05130198,0.038892998,0,0,0.010450608,0,0.331557889,0.129153205,0.212927301,0,1.000000746
822,0,0.530097883,0.035421658,0,0,0.143904835,0.033338368,0,0.251613453,0,0.001847509,0.003776079,0.999999785
823,1.97E-05,0.165840699,0,0.081348177,0,0.025910787,0.027498164,0,0.484474907,0.120591676,0.09431588,0,0.999999992
824,0,0.570477741,0.001493602,0.001660063,0,0.023905922,0.071594434,0.072104029,0.258764087,0,0,0,0.999999879
825,0,0,0,0.44777852,0,0,0,0,0.552221394,0,0,0,0.999999913
826,0,0,0.074362902,0.503200743,0,0,0,0,0.417412649,0,0.005023675,0,0.999999969
831,0,0.056260674,0,0,0,0.077439937,0.573496854,0,0.211768698,0,0.081033832,0,0.999999995
832,0,0.461525439,0.006875015,0,0,0.148684589,0.135404944,0,0.229657466,0,0.017853429,0,1.000000882
833,3.03E-05,0.424925373,0.013767771,0,0,0.054134184,0.102040428,0,0.358074653,0,0.047027292,0,1.000000021
911,0.00169151,0.675965302,0.006470228,0,0,0.040580484,0.042420374,0,0.226324554,0,0.006378255,0,0.999830706
912,0.000114209,0.345044988,0,0.116164622,0,0.070400429,0.099768619,0.087637235,0.247053524,0.000524456,0,0.033291761,0.999999842
913,5.64E-05,0,0,0.344064159,0,0.036149894,0.07173627,0,0.344596292,0.079384481,0.073608321,0.050404158,0.99999998
914,0,0,0,0.326350284,0,0.040660457,0.126922303,0,0.300942046,0.000116285,0.062589537,0.14241952,1.000000432
915,0,0.628778299,0.006400963,0,0,0.063688075,0.045494631,0,0.255493719,0,0.000144247,0,0.999999934
916,0.008616271,0.590310466,0.013145593,0,0,0.099345203,0.030696974,0,0.257433763,1.87E-05,0,0,0.999566992
921,0.00022713,0.486394784,0.012492775,0.010006715,0,0.086362408,0.093551,0,0.304987059,0,0.005978187,0,1.000000059
922,0.000818388,0.318662815,0.011155823,0.002295998,0,0.058131833,0.355303525,0,0.246820518,0,0.006802985,0,0.999991885
923,0,0.015884438,0,0.04153884,0,0.528086167,0.067640757,0,0.260562149,0,0.086287574,0,0.999999925
924,0,0.362459339,0.00846524,0,0,0.166948496,0.212944435,0,0.173247885,0.047317143,0,0.028617473,1.000000012
931,0,0,0,0.373102601,0,0,0.286309765,0,0.277891957,0,0.062695594,0,0.999999917
932,0,0.500313422,0,0,0,0.14651334,0.087225091,0,0.243427773,0,0.022520384,0,1.00000001
933,0,0.501795995,0.018583603,0.005288315,0,0.088445672,0.022925178,0,0.301624712,0.014756536,0.046579727,0,0.999999738
934,0,0.563730995,0.007405671,0,0,0.042178475,0.098579643,0,0.261699408,0,0.026405794,0,0.999999985
935,0,0.473934213,0.005604323,0,0,0.154154435,0.123370134,0,0.231782441,0,0.011154465,0,1.000000012
1011,0,0.396009068,0.063592386,0,0,0.074209882,0.174837797,0,0.270600103,0.000195368,0.0205562,0,1.000000803
1012,0,0.380010273,0,0,0,0.168269461,0.140679462,0,0.200383059,0.052744879,0.057912565,0,0.999999699
1013,0,0.707988537,0,0,0,0.006225342,0.013844927,0,0.271941204,0,0,0,1.00000001
1014,0,0.65399373,0,0,0,0.047237485,0.019501408,0,0.254283455,0.005192961,0.019790865,0,0.999999903
1021,1.66E-06,0.482405453,0,0,0,0.109323884,0.079932053,0,0.3123716,0,0.01596548,0,1.00000013
1022,0,0.358441737,0,0,0,0.150821053,0.12211791,0,0.331336537,0,0,0.037283056,1.000000293
1023,0.006102937,0.586628443,0.003613102,8.67E-05,0,0.074873682,0.055128901,0,0.240871755,0.002035712,0.030658854,0,1.000000133
1024,0.00039658,0.00178139,0,0,0,0,0.971356732,0,0.014767016,0.000106115,2.33E-05,0,0.988431165
1031,0,0.530757692,0,0,0,0.167092754,0.088602582,0,0.196581735,2.29E-05,0.016943628,0,1.000001274
1032,0,0.445635926,0,0,0,0.08626808,0.167916638,0.026635874,0.272897395,0.000519449,0.000126649,0,1.000000012
1033,0,0.503185112,0.002919088,0,0,0.149696112,0.077010547,0,0.267189152,0,0,0,1.000000011
1034,0,0.4691465,0.002413909,0,0,0.071846451,0.124411783,0,0.286064107,0,0.046117373,0,1.000000122
1041,0,0.522218536,0.027690787,0,0,0.13741405,0.094759516,0,0.217917123,0,0,0,1.000000012
1042,1.60E-05,0.395585691,0.003778127,0,0,0.135631573,0.15725028,0,0.307738601,0,0,0,1.000000301
1043,7.96E-11,0.424295139,0,0,0,0.105960318,0.165133981,0,0.279091305,0.010827518,0.01469178,0,1.000000042
1111,0.000926463,0.257751427,0.057040764,0.058811573,0.002222297,0.142054582,0.107332691,0,0.360898321,0,0.012962126,0,1.000000245
1112,0.000173609,0.060100667,0.002481648,0.067801937,0.043249668,0.066534897,0.490224158,0,0.203284175,0.004173675,0.038896107,0.009647121,0.986567664
1121,0,0.472483963,0.008936119,0,0,0.089002861,0.096848274,0,0.332728755,0,0,0,0.999999973
1122,0,0.307071619,0,0.038767871,0,0.15480448,0.134689662,0,0.364666413,0,0,0,1.000000046
1123,0,0.411347871,0.012727291,0.007334856,0,0.10837647,0.138115561,0,0.28341946,0,0.000697821,0.037982296,1.000001626
1131,0,0.547720687,0.013682342,0.005076307,0,0.061933153,0.097349284,0,0.274238239,0,0,0,1.000000012
1132,0,0.10225485,0.012998259,0.057085392,0.035832596,0.208720038,0.158474402,0,0.28317753,0,0.000313406,0.141144866,1.00000134
1133,0,0.453279607,0.012296134,0,0,0.105203931,0.078067952,0,0.346917671,0,0.004235952,0,1.000001248
1211,0.061699838,0.219827523,0,0.022512888,0,0.064525757,0.107523614,0.369160131,0.137290145,0.012474012,0.004986086,0,0.999999996
1212,0,0.582763701,0.014125222,0,0,0.08574632,0.074355051,0,0.241000464,0,0.002010001,0,1.000000759
1213,0.040090117,0.588448256,0.012241689,0,0,0.039900474,0.150012681,0,0.169306736,0,0,0,0.999999953
1221,0,0.593052438,0.010332847,0,0,0.062033291,0.073558322,0,0.251135452,0,0.009887572,0,0.999999922
1222,0,0.613646689,0.010227734,0,0,0.093092318,0.020079145,0,0.207285024,0,0.055669096,0,1.000000006
1223,0,0.491519218,0.007912933,0.007360674,0,0.061609976,0.210628179,0,0.220969026,0,0,0,1.000000007
1224,0.003255456,0.003272052,0,0.394759678,0,0.029401915,0.29293353,0,0.180348149,0,0.03474474,0.039254317,0.977969836
1225,6.27E-10,0,0,0.001388071,0,0.006294236,0.598579273,0,0.148109809,0,0.234311965,0,0.988683356
1231,0.022460253,0.493526022,0,0,0,0.109133464,0.15614554,0,0.217425968,0,0.00130871,0,0.999999958
1232,0,0.357755114,0.005931327,0,0,0.18827245,0.185096958,0,0.239077842,0.000613523,0.023165748,0,0.999912963
1311,0.050926836,0.010422605,0.00199841,0,0.060224748,0,0.545256488,0.00622672,0.163991981,0.054245994,0.062761555,0,0.956055336
1312,0,0.619596794,0.104884471,0,0.014898416,0,0.042590702,0,0.218029628,0,0,0,1.000000011
1313,0,0.493119505,0.228133768,0,0,0.00968755,0.01475259,0,0.254306599,0,0,0,1.000000012
1314,0,0.562777826,0.170471528,0,0,0.047989403,0,0,0.218761255,0,0,0,1.000000012
1315,0.09244082,0.294292058,0.110915545,0,0.045428011,0,0.223976997,0,0.229479931,0,0,0,0.996533362
1316,0,0.524130463,0.134605827,0,0,0.103815935,0,0,0.228482376,0,0.008965411,0,1.000000012
1317,0,0.540208862,0.125863748,0,0,0,0.005246936,0,0.29180637,0,0.03687399,0,0.999999906
1321,0,0.619415894,0.080357656,0,0,0.053646049,0.007228513,0,0.2393519,0,0,0,1.000000012
1322,0,0.638713532,0.092421467,0,0,0.024012682,0,0,0.244852331,0,0,0,1.000000012
1323,0,0.409055533,0,0,0,0,0.18571586,0,0.330904333,0,0,0.074324286,1.000000012
1331,0,0.57117063,0.106746556,0,0,0,0.043448464,0,0.270129882,0,0.008504484,0,1.000000016
1332,0,0.345839469,0.286562131,0.004140996,0,0.035337258,0.009143798,0,0.312578847,0.002603084,0.003795547,0,1.000001131
1333,0,0.540683465,0.098873979,0,0,0,0.039217208,0,0.274853051,0,0,0.046372308,1.000000012
1341,0,0.510356803,0.039980343,0,0,0.018589561,0.046269987,0,0.295482239,0,0,0.089321078,1.000000012
1342,0,0.569441852,0.046343156,0,0,0.088043949,0.024780421,0,0.255820497,0,0,0.015570136,1.000000012
1343,0,0.413777444,0.006850903,0,0,0.126123077,0.11601378,0,0.302695727,0,0,0.034539081,1.000000012
1411,0,0.632099208,0,0,0,0.05991676,0,0,0.246144515,0,0,0.061839548,1.000000031
1412,0,0.639575277,0,0,0,0.086007025,0.021089581,0,0.253328129,0,0,0,1.000000012
1413,0,0.515098059,0,0,0,0.084053618,0.106116322,0,0.291403354,0,0.003328712,0,1.000000064
1414,0,0.492319261,0,0,0,0.236851475,0.094902909,0,0.175927218,0,0,0,1.000000863
1415,0,0.536320099,0,0.006909253,0,0.067881434,0.044952119,0,0.283154933,0,0,0.060782163,1
1416,0,0.498348723,0,0,0,0.037798982,0.05234328,0,0.29958534,0,0.06603829,0.045885263,0.999999879
1417,0,0.263548434,0.019898395,0,0,0.178126864,0.018615932,0,0.238800636,0,0.120934856,0.160075177,1.000000295
1421,0,0.557619941,0,0,0,0.025950034,0.015540344,0,0.275910603,0,0,0.12497909,1.000000012
1422,0,0.570102959,0.008050875,0,0,0.069155054,0.113286366,0,0.201753872,0,0,0.037650677,0.999999803
1423,0,0.506695093,0.003672202,0,0,0.094943222,0.114525398,0,0.22103683,0,0.013606551,0.045520936,1.00000023
1424,0,0,0.009187323,0.013540962,0,0.552235581,0.20384526,0,0.191064094,0,0.030126874,0,1.000000094
1425,0,0.007462483,0,0,0,0.755972795,0.020876218,0,0.09407453,0,0.121613986,0,1.000000012
1426,0,0.435953197,0.009293816,0,0,0.068580666,0.114919362,0,0.312829162,0,0,0.058425324,1.000001528
1427,2.47E-05,0,0,0.269049706,0,0.072004201,0.006605138,0,0.55916976,0.002104374,0.091042177,0,1.000000008
1428,0.011141972,0.227234218,0,0.0093464,0,0.048732628,0.052813761,0,0.49349486,0.104491291,0.052744187,0,0.999999318
1511,0,0.089861009,0.031618782,0,0.080851297,0.054400503,0.154521348,0.019154232,0.182852552,0.021684866,0.310161141,0,0.945105729
1512,0,0.515441717,0.000218535,0,0,0.058528454,0.057881686,0.017566926,0.263871795,0.022703585,0.0637873,0,0.999999998
1513,0,0.509217543,0,0.00922974,0,0.099952305,0.087389674,0,0.281022952,0,0.01318777,0,0.999999985
1514,0.00017131,0.321848574,0.001424911,0,0,0.096432802,0.183706538,0.099736748,0.219497821,0,0.054283432,0.00692938,0.984031516
1515,0,0.396892779,0.000193483,0,0.096408393,0.05708025,0.312844843,0,0.121878767,0,0.007995407,0,0.993293922
1521,0,0.472021462,0,0,0,0.100935207,0.06675367,0.003709495,0.294325166,0,0.062255012,0,1.000000012
1522,0,0.506492275,0,0,0,0.090444368,0.075592831,0,0.254476394,0.009534276,0.063459869,0,1.000000012
1523,0,0.323906504,0,0,0,0.176265446,0.090328458,0,0.244205346,0.075684275,0.089609983,0,1.000000012
1524,0,0.557488105,0,0,0,0.037442378,0.112405736,0,0.28456146,1.63E-05,0.008086089,0,1.000000044
1525,0,0.247721795,0.002731902,0,0,0.077130776,0.38415138,0,0.239385612,0,0.048878502,0,0.999999967
1526,0.001666504,0.380495516,0.014924231,0,0,0.129208019,0.186003932,0.002137828,0.249893814,0.010214038,0.025455014,0,0.999998897
,,,,,,,,,,,,,1.000001626
,,,,,,,,,,,,,0.914303338
